"team","date","time","name","pos","status","injury","note","year","cdate","conf","bcs"
"New Mexico State Aggies","10/07/08","2:53pm","Derrick Richardson","DB","Probable","Hamstring","The starting free safety sat out the New Mexico game in week five due to a hamstring injury. The Aggies' idle week six has given him the time needed to return and is expected to play at Nevada. Richardson leads the team in tackles with 46.",2008,"2008-10-07","WAC","n"
"New Mexico State Aggies","10/14/08","2:48pm","Richard Bolin","OL","Doubtful","Leg","Bolin injured his leg in the week 7 game and has been downgraded to 'expected to miss' for San Jose St.",2008,"2008-10-14","WAC","n"
"New Mexico State Aggies","10/22/08","10:30am","Wes Neiman","WR","Doubtful","Knee","Neiman had to leave the week 8 game with a knee injury and has been downgraded to doubtful for Idaho. The Aggies have some depth at receiver with freshmen Todd Lee, Julius Fleming, LaVorick Williams and senior Kenneth Buckley.",2008,"2008-10-22","WAC","n"
"New Mexico State Aggies","10/20/08","7:31pm","Marcus Anderson","WR","Questionable","Knee","Anderson injured his knee in week 8 and is questionable for Idaho.",2008,"2008-10-20","WAC","n"
"New Mexico State Aggies","10/20/08","7:27pm","Kyle Smith","OL","Questionable","Knee","Smith injured his knee in week 8 and is questionable for Idaho.",2008,"2008-10-20","WAC","n"
"New Mexico State Aggies","10/20/08","7:25pm","Davon House","DB","Probable","Foot","House missed the San Jose State game in week 8 but is listed as probable for Idaho.",2008,"2008-10-20","WAC","n"
"New Mexico State Aggies","11/03/08","10:25am","Marquell Colston","RB","Doubtful","Leg","Colston has been out with a leg injury. He missed the past 2 games and is doubtful for Hawaii. Brandon Perez and Donavan Roberts have each started a game in his place.",2008,"2008-11-03","WAC","n"
"New Mexico State Aggies","11/03/08","10:24am","Chase Holbrook","QB","Probable","Arm","Holbrook suffered a minor injury to his arm against Boise State but is expected to start against Hawaii.",2008,"2008-11-03","WAC","n"
"New Mexico State Aggies","11/17/08","12:04pm","Brandon Perez","FB","Out","Groin","The team lost Perez to a groin/hernia injury and Coach Mumme said he is likely done for the year.",2008,"2008-11-17","WAC","n"
"New Mexico Lobos","09/23/08","1:56pm","Jerome Jenkins","DB","Out","Ankle","The backup will sit out the remainder of the season with a brutal ankle injury.",2008,"2008-09-23","MWC","n"
"New Mexico Lobos","09/22/08","2:03pm","Ian Clark","DB","Doubtful","Shoulder","Clark suffered a dislocated shoulder in the Tulsa game and is listed as doubtful for the in-state rivalry game this weekend.",2008,"2008-09-22","MWC","n"
"New Mexico Lobos","09/21/08","9:21pm","Donovan Porterie","QB","Out","Knee","Porterie will miss the rest of the season after tearing his right ACL and MCL in the first half of Saturday's loss to Tulsa. Freshman Brad Gruner replaced Porterie and completed seven of his 12 passes for 98 yards and a touchdown but also threw three interceptions.",2008,"2008-09-21","MWC","n"
"New Mexico Lobos","09/30/08","1:12pm","Paul Baker","RB","Probable","Foot","Baker had to leave the week 5 game at N.Mexico St due to a foot injury but he will likely play in the Wyoming contest.",2008,"2008-09-30","MWC","n"
"New Mexico Lobos","09/29/08","3:18pm","Rodney Ferguson","RB","Probable","Shoulder","Ferguson severely bruised his right shoulder in the week 5 game and didn't play the rest of the game. He is expected to play against Wyoming despite suffering the injury.",2008,"2008-09-29","MWC","n"
"New Mexico Lobos","10/06/08","9:09am","Daryl Jones","WR","Questionable","Ankle","The backup wideout sat out the Wyoming game with a bum ankle and is questionable for BYU.",2008,"2008-10-06","MWC","n"
"New Mexico Lobos","10/15/08","10:24am","Paul Baker","RB","Probable","Hamstring","The Lobos played week 7 without tailback Paul Baker who strained his hamstring last week. Coach Long said he expected Baker to return against the Aztecs. James Wright may move up to be Rodney Ferguson's understudy again if Baker sits out a second week.",2008,"2008-10-15","MWC","n"
"New Mexico Lobos","10/23/08","8:53am","Jonathan Rainey","DL","Questionable","Concussion/Head","Backup DE Rainey suffered a mild concussion in the week 8 victory over the Aztecs and is day-to-day for the Falcons game.",2008,"2008-10-23","MWC","n"
"New Mexico Lobos","11/06/08","1:40pm","DeAndre Wright","DB","Out For Year","Shoulder","Wright had to leave the Utah game with a shoulder injury and has been downgraded to 'expected to miss the remainder of the season'. In 10 starts this year Wright has 28 tackles and 2 INT's.",2008,"2008-11-06","MWC","n"
"North Carolina Tarheels","09/12/08","9:20am","Cooter Arnold","WR","Questionable","Ankle","The backup wideout is nursing an ankle injury and did not play in week 3.",2008,"2008-09-12","ACC","y"
"North Carolina Tarheels","09/09/08","11:28am","Darrius Massenburg","DL","Out","Knee","Massenburg will not play at Rutgers after undergoing exploratory arthroscopic surgery yesterday on one of his knees. No structural damage was found. He will likely be replaced in the starting lineup by sophomore Greg Elleby.",2008,"2008-09-09","ACC","y"
"North Carolina State Wolfpack","09/19/08","8:57am","Jeff Rieskamp","DL","Out","Shoulder","The backup DE will not play tomorrow due to a shoulder injury.",2008,"2008-09-19","ACC","y"
"North Carolina State Wolfpack","09/19/08","8:54am","Curtis Crouch","OL","Out","Ankle","Crouch left the locker room on crutches with a protective boot on his left ankle after being injured last weekend. He has been ruled out for the E. Carolina matchup.",2008,"2008-09-19","ACC","y"
"North Carolina State Wolfpack","09/19/08","8:53am","Geron James","WR","Out","Ankle","Backup wideout James will sit out tomorrow's matchup with an ankle injury.",2008,"2008-09-19","ACC","y"
"North Carolina State Wolfpack","09/16/08","10:52am","Alan-Michael Cash","DL","Out","Knee","N.C. State's defense suffered its biggest loss Monday with the news that tackle Alan-Michael Cash is out indefinitely. Cash needs knee surgery after being injured last week at Clemson. Coach Tom O'Brien said Cash was having the best season so far among N.C. State's defensive linemen.",2008,"2008-09-16","ACC","y"
"North Carolina State Wolfpack","09/24/08","9:08am","Nate Irving","LB","Out","Ankle","One of the Wolfpack's best defensive playmakers had to leave Saturday's game due to an ankle injury and is out indefinitely. Irving leads the defense with 34 tackles and three interceptions. Freshman Dwayne Maddox is taking over for the weakside linebacker.",2008,"2008-09-24","ACC","y"
"North Carolina State Wolfpack","09/22/08","1:58pm","Russell Wilson","QB","Out","Shoulder","Wilson will sit out Saturday's game with USF due to an apparent shoulder injury. No timetable has been given as to how long he will be unavailable but a depth chart released Monday lists Harrison Beck as the starting QB with Daniel Evans as backup.",2008,"2008-09-22","ACC","y"
"North Carolina State Wolfpack","10/01/08","10:37am","Julian Williams","OL","Doubtful","Shoulder","The starting left tackle injured his shoulder against South Florida and is not expected to play this week.",2008,"2008-10-01","ACC","y"
"North Carolina State Wolfpack","10/05/08","10:41pm","Greg Elleby","DL","Questionable","Ankle","The backup defensive end sat out the week six contest with UConn due to an injured ankle and is questionable for Notre Dame.",2008,"2008-10-05","ACC","y"
"North Carolina State Wolfpack","10/20/08","7:54am","JC Neal","DB","Questionable","Knee","Neal left last week's game against Florida State with a knee injury and did not return.  His status is unknown. ",2008,"2008-10-20","ACC","y"
"North Carolina State Wolfpack","11/20/08","7:33am","Shea McKeen","DL","Out For Year","Ankle","McKeen will miss the rest of the season after suffering an ankle injury in practice this week.  The starting defensive end has played in all ten of NC State's games this year making 32 tackles and 2.5 sacks. ",2008,"2008-11-20","ACC","y"
"North Carolina State Wolfpack","11/26/08","7:40am","Clem Johnson","DB","Doubtful","Ankle","Johnson injured his ankle in last weekend's game and is doubtful to play this weekend.  The reserve cornerback has made 33 tackles and one interception this year playing in seven games. ",2008,"2008-11-26","ACC","y"
"North Carolina Tarheels","09/22/08","9:08am","TJ Yates","QB","Out","Ankle","Yates is out for at least six weeks with a broken bone in his left ankle. RS freshman Mike Paulus or junior Cam Sexton will start in his place.",2008,"2008-09-22","ACC","y"
"North Carolina Tarheels","10/14/08","8:21am","Brandon Tate","WR","Out For Year","Knee","The results of Tate's MRI are not good.  He completely tore several knee ligaments against Notre Dame and will be lost for the season. Tate is the ACC's leader in all-purpose yardage and creates a huge hole in UNC's offense and also on special teams where Tate was one of the top kick returners in the conference. ",2008,"2008-10-14","ACC","y"
"North Carolina Tarheels","10/13/08","11:06am","Rashad Mason","WR","Questionable","Leg","Reserve receiver Mason sat out the week 7 game with a thigh injury and is questionable for Virginia.",2008,"2008-10-13","ACC","y"
"North Carolina Tarheels","10/24/08","6:55am","Richie Rich","DB","Probable","Leg","Rich is probable to play in this weekend's game against Boston College after missing UNC's last contest against Virginia.  The reserve cornerback has made six tackles in six games played this season. ",2008,"2008-10-24","ACC","y"
"North Carolina Tarheels","10/24/08","6:55am","Zack Pianalto","TE","Doubtful","Ankle","Pianalto has been downgraded to doubtful for this weekend's game against Boston College.  Pianalto did not play last weekend against Virginia with an ankle sprain.  The sophomore tight end has made six catches for 86 yards this year. ",2008,"2008-10-24","ACC","y"
"North Carolina Tarheels","10/21/08","6:41am","Bruce Carter","LB","Probable","Ankle","Carter rolled his ankle in last weekend's loss to Virginia but is expected to play this weekend against Boston College.  Carter is primarily a special teams contributor but a valuable one - he has recorded five special teams blocks this season. ",2008,"2008-10-21","ACC","y"
"North Carolina Tarheels","10/21/08","6:40am","Anthony Elzy","FB","Out","Shoulder","Elzy fractured his shoulder blade 10/18 vs. Virginia and will miss at least six weeks of action.  The starting fullback is primarily a pass catching threat having hauled in seven receptions for 86 yards this year.  He is also a steady special teams contributor.  Junior Bobby Rome will start in place of Elzy. ",2008,"2008-10-21","ACC","y"
"North Carolina Tarheels","11/04/08","7:03am","Calvin Darity","OL","Questionable","Leg","Darity saw his string of 30 consecutive starts snapped last weekend due to a leg injury.  He is questionable to get back on the offensive line this weekend against Georgia Tech.  Darity anchors the Tar Heels' offensive line when healthy. ",2008,"2008-11-04","ACC","y"
"North Carolina Tarheels","11/10/08","6:58am","Zack Pianalto","TE","Out","Leg","After missing the last two games, Pianalto got back onto the field last weekend but was quickly injured again.  The TE broke his leg and will be out indefinitely, likely for the remainder of the year. ",2008,"2008-11-10","ACC","y"
"North Carolina Tarheels","11/21/08","11:11am","Charles Brown","DB","Questionable","Ankle","Brown is questionable to play this weekend against NC State with an ankle injury. The starting cornerback has racked up 26 tackles and one interception this season playing in all of UNC's games. ",2008,"2008-11-21","ACC","y"
"North Carolina Tarheels","11/21/08","11:09am","Zack Handerson","OL","Out","Shoulder","Henderson is out for this weekend's game with North Carolina State.  The starting OL injured his shoulder during practice this week. ",2008,"2008-11-21","ACC","y"
"North Carolina Tarheels","11/17/08","7:31am","Trase Jones","WR","Questionable","Concussion/Head","Jones suffered a concussion in UNC's last game and is questionable to play this weekend against NC State.  While the wideout sees no time on offense, he is the primary kick returner for the Tar Heels. ",2008,"2008-11-17","ACC","y"
"North Carolina Tarheels","11/26/08","7:46am","Mark Paschal","LB","Out For Year","Back","Stud linebacker Paschal is out for the rest of the season with a back injury.  He was UNC's leading tackler with 103 stops this season and also recorded two sacks and two interceptions. ",2008,"2008-11-26","ACC","y"
"North Carolina Tarheels","12/09/08","8:30am","Brooks Foster","WR","Probable","Knee","Foster is coming off of knee surgery but is expected back for the Meineke Bowl. He is 3rd on the team with 334 receiving yards and 2 TD's.",2008,"2008-12-09","ACC","y"
